i,sigma_hat,m_hat,alpha_hat,sigmaLogError,mLogError,alphaLogError
2898,5.12E-02,1.827782171,1.012187167,-6.727233093,-1.758995158,-4.407371732
2899,5.12E-02,1.828160713,1.012154508,-6.732738229,-1.761195618,-4.410055155
2900,5.12E-02,1.828297735,1.012142679,-6.746510769,-1.761993322,-4.411028828
2901,5.13E-02,1.829094901,1.01207387,-6.679969699,-1.766646853,-4.416711634
2902,5.13E-02,1.829186214,1.012065973,-6.678355145,-1.767181288,-4.417365931
2903,5.13E-02,1.829259404,1.012059637,-6.625654027,-1.767609855,-4.417891221
2904,5.13E-02,1.829300612,1.012056077,-6.639442102,-1.767851237,-4.418186404
2905,5.13E-02,1.829227969,1.012062353,-6.651905603,-1.767425761,-4.417665985
2906,5.13E-02,1.829047596,1.012077932,-6.657885504,-1.766370102,-4.416375314
2907,5.13E-02,1.828574475,1.012118776,-6.641065533,-1.763606365,-4.412999318
2908,5.14E-02,1.829550181,1.0120347,-6.597672538,-1.769314344,-4.419961134
2909,5.13E-02,1.829545277,1.012035123,-6.611569414,-1.769285571,-4.419925961
2910,5.13E-02,1.829538926,1.012035672,-6.62564356,-1.769248311,-4.419880413
2911,5.14E-02,1.830023029,1.0119939,-6.591015288,-1.772092316,-4.423357071
2912,5.14E-02,1.830004622,1.011995491,-6.602681905,-1.771984029,-4.423224425
2913,5.13E-02,1.829945878,1.012000567,-6.611033819,-1.771638525,-4.422801388
2914,5.13E-02,1.82998476,1.01199721,-6.624304101,-1.7718672,-4.423081191
2915,5.13E-02,1.829857285,1.01200822,-6.626430843,-1.771117692,-4.422163885
2916,5.13E-02,1.829881013,1.012006172,-6.640506304,-1.771257164,-4.422334412
2917,5.13E-02,1.829887782,1.012005588,-6.654913237,-1.771296952,-4.422383065
2918,5.13E-02,1.829941363,1.012000964,-6.668671643,-1.771611979,-4.422768299
2919,5.13E-02,1.829747317,1.012017716,-6.669578728,-1.770471575,-4.421373409
2920,5.13E-02,1.829361393,1.012051008,-6.661789474,-1.768207369,-4.41860697
2921,5.13E-02,1.828800029,1.012099396,-6.654130935,-1.764922985,-4.414599765
2922,5.13E-02,1.828713353,1.01210686,-6.66824074,-1.764416826,-4.413983072
2923,5.13E-02,1.829092429,1.012074226,-6.676610701,-1.766632388,-4.416682156
2924,5.12E-02,1.82896579,1.012085134,-6.690558498,-1.765891683,-4.415779146
2925,5.14E-02,1.830572018,1.011946927,-6.585168928,-1.77532733,-4.42728117
2926,5.14E-02,1.83066969,1.011938505,-6.596135539,-1.775903973,-4.427986412
2927,5.14E-02,1.83083773,1.011924009,-6.597226341,-1.776896845,-4.429201313
2928,5.13E-02,1.830833202,1.0119244,-6.610968322,-1.776870078,-4.429168527
2929,5.13E-02,1.830848926,1.011923043,-6.624287421,-1.776963033,-4.429282379
2930,5.13E-02,1.830897642,1.011918836,-6.62352684,-1.77725108,-4.429635266
2931,5.13E-02,1.830878581,1.011920484,-6.636772344,-1.777138368,-4.429497031
2932,5.13E-02,1.830830484,1.011924643,-6.648080546,-1.776854014,-4.429148193
2933,5.13E-02,1.830948975,1.011914392,-6.654234441,-1.777554687,-4.430008184
2934,5.13E-02,1.831033378,1.011907097,-6.64629103,-1.778054087,-4.430620663
2935,5.13E-02,1.831035281,1.011906933,-6.660688204,-1.778065349,-4.430634456
2936,5.13E-02,1.83116643,1.011895613,-6.629292865,-1.778841842,-4.431585561
2937,5.13E-02,1.8309943,1.011910499,-6.620795452,-1.777822837,-4.430335041
2938,5.13E-02,1.830942735,1.011914964,-6.634599744,-1.777517778,-4.429960188
2939,5.13E-02,1.830459081,1.011956869,-6.613873108,-1.774660971,-4.426449359
2940,5.14E-02,1.829708309,1.012022068,-6.596347864,-1.770242485,-4.421011317
2941,5.13E-02,1.829758518,1.012017699,-6.610278541,-1.770537369,-4.421374774
2942,5.14E-02,1.828837252,1.01209789,-6.598257093,-1.765140433,-4.414724223
2943,5.13E-02,1.828943744,1.012088603,-6.612065515,-1.765762793,-4.415492137
2944,5.14E-02,1.82780771,1.012187711,-6.599689617,-1.75914346,-4.407327104
2945,5.13E-02,1.827455983,1.012218464,-6.612396458,-1.757102903,-4.40480704
2946,5.13E-02,1.827325524,1.012229877,-6.626684318,-1.756347097,-4.403873383
2947,5.13E-02,1.82640243,1.012310689,-6.630506047,-1.751015473,-4.397287386
2948,5.13E-02,1.826441475,1.012307266,-6.645150605,-1.751240417,-4.397565467
2949,5.13E-02,1.82755302,1.012209893,-6.644657703,-1.75766545,-4.405508731
2950,5.13E-02,1.828740608,1.012106097,-6.637807832,-1.764575958,-4.414046069
2951,5.13E-02,1.828619046,1.012116702,-6.652251088,-1.763866396,-4.413170418
2952,5.13E-02,1.828850015,1.012096551,-6.665805301,-1.765215004,-4.414834925
2953,5.13E-02,1.829898807,1.012005138,-6.656221488,-1.771361766,-4.422420542
2954,5.14E-02,1.831907678,1.011830569,-6.546581465,-1.783241916,-4.437068529
2955,5.14E-02,1.832022577,1.011820627,-6.557815027,-1.783925694,-4.437909256
2956,5.14E-02,1.83197604,1.011824652,-6.57065272,-1.783648691,-4.437568802
2957,5.14E-02,1.831897267,1.011831467,-6.583094127,-1.783179982,-4.43699264
2958,5.14E-02,1.831885266,1.011832505,-6.596606187,-1.783108593,-4.436904862
2959,5.14E-02,1.831656201,1.011852332,-6.60371949,-1.781746971,-4.435230648
2960,5.14E-02,1.832074516,1.011816102,-6.602677255,-1.784234946,-4.438292074
2961,5.13E-02,1.831850996,1.011835438,-6.608121293,-1.782904762,-4.436657017
2962,5.13E-02,1.831994319,1.011823029,-6.619818652,-1.783757487,-4.43770602
2963,5.13E-02,1.831826398,1.011837562,-6.63032131,-1.782758486,-4.436477575
2964,5.13E-02,1.831989439,1.011823444,-6.641810338,-1.783728438,-4.437670917
2965,5.13E-02,1.831898217,1.011831339,-6.655113428,-1.783185629,-4.437003386
2966,5.13E-02,1.832503567,1.011778948,-6.630532034,-1.786793221,-4.441441388
2967,5.13E-02,1.832344331,1.011792702,-6.632691687,-1.785842993,-4.440274377
2968,5.13E-02,1.832801231,1.011753206,-6.609544907,-1.788571942,-4.443629252
2969,5.13E-02,1.832776604,1.01175533,-6.62211709,-1.788424663,-4.443448493
2970,5.13E-02,1.832812402,1.011752241,-6.634655504,-1.788638758,-4.443711335
2971,5.13E-02,1.832779014,1.011755121,-6.646460166,-1.788439074,-4.443466263
2972,5.13E-02,1.8326398,1.011767138,-6.644764665,-1.787606905,-4.442444537
2973,5.13E-02,1.832272163,1.011798916,-6.630412006,-1.785412632,-4.439747615
2974,5.13E-02,1.832395722,1.011788219,-6.643162943,-1.786149564,-4.44065467
2975,5.13E-02,1.832385981,1.011789062,-6.657364778,-1.786091448,-4.440583161
2976,5.13E-02,1.832036787,1.011819289,-6.660658994,-1.784010291,-4.438022411
2977,5.13E-02,1.831433159,1.011871616,-6.654497947,-1.780422926,-4.433604901
2978,5.13E-02,1.83238646,1.011788891,-6.63658266,-1.786094309,-4.440597645
2979,5.13E-02,1.832643287,1.011766653,-6.646037266,-1.78762774,-4.442485739
2980,5.13E-02,1.832620951,1.011768586,-6.660203137,-1.787494285,-4.442321509
2981,5.13E-02,1.832415724,1.011786346,-6.670921582,-1.786268913,-4.440813547
2982,5.12E-02,1.832516948,1.011777581,-6.684660102,-1.786873112,-4.441557463
2983,5.12E-02,1.832662795,1.011764957,-6.697526782,-1.787744312,-4.442629894
2984,5.12E-02,1.832450738,1.011783306,-6.708118952,-1.786477872,-4.441071513
2985,5.12E-02,1.832751822,1.011757241,-6.716120753,-1.788276477,-4.443285992
2986,5.12E-02,1.832544144,1.011775206,-6.726638266,-1.78703551,-4.441759146
2987,5.12E-02,1.832263755,1.011799481,-6.735842708,-1.785362503,-4.439699689
2988,5.12E-02,1.832090821,1.011814467,-6.749716343,-1.784332049,-4.438430463
2989,5.12E-02,1.832841385,1.011749426,-6.735535884,-1.788812126,-4.443950925
2990,5.12E-02,1.832293506,1.01179683,-6.720273486,-1.785539888,-4.439924411
2991,5.12E-02,1.83255405,1.01177425,-6.731848984,-1.787094665,-4.441840301
2992,5.12E-02,1.833098243,1.011727133,-6.728074244,-1.790349919,-4.445850054
2993,5.12E-02,1.833201719,1.011718187,-6.741921199,-1.790970096,-4.446613161
2994,5.12E-02,1.833203969,1.011717993,-6.757316824,-1.790983587,-4.446629756
2995,5.11E-02,1.833097665,1.01172718,-6.77134484,-1.79034646,-4.445846049
2996,5.12E-02,1.833630323,1.011681142,-6.752278621,-1.793542996,-4.449779526
2997,5.12E-02,1.833519323,1.011690719,-6.762159001,-1.792876033,-4.448960023
2998,5.12E-02,1.833309568,1.01170883,-6.767357995,-1.791616888,-4.447411998
2999,5.11E-02,1.833213795,1.011717108,-6.782034002,-1.791042494,-4.446705253
3000,5.12E-02,1.832617856,1.011768652,-6.760315003,-1.787475796,-4.442315931
3001,5.11E-02,1.832297723,1.011796398,-6.771375576,-1.78556503,-4.439961025
3002,5.11E-02,1.831837201,1.011836352,-6.779370375,-1.782822727,-4.436579783
3003,5.12E-02,1.833268408,1.01171216,-6.731940951,-1.791369994,-4.447127642
3004,5.12E-02,1.833306993,1.011708822,-6.747027392,-1.791601438,-4.447412731
3005,5.12E-02,1.83274528,1.011757433,-6.740610498,-1.788237362,-4.443269616
3006,5.12E-02,1.832881544,1.011745624,-6.755104523,-1.789052398,-4.444274567
3007,5.12E-02,1.832354612,1.01179129,-6.758341169,-1.785904316,-4.440394123
3008,5.12E-02,1.832974306,1.011737538,-6.760644473,-1.789607624,-4.444963192
3009,5.11E-02,1.833255187,1.01171321,-6.772261842,-1.791290699,-4.447038049
3010,5.11E-02,1.832985327,1.011736571,-6.78397202,-1.789673607,-4.445045567
3011,5.11E-02,1.833336737,1.011706135,-6.793604334,-1.791779891,-4.44764219
3012,5.12E-02,1.832354067,1.01179122,-6.749827481,-1.785901065,-4.440400083
3013,5.12E-02,1.832598476,1.011770007,-6.763398907,-1.787360017,-4.442200762
3014,5.12E-02,1.831960509,1.01182537,-6.766431996,-1.78355626,-4.437508028
3015,5.11E-02,1.832013256,1.011820787,-6.7821261,-1.783870207,-4.437895671
3016,5.12E-02,1.830387833,1.011962127,-6.733730958,-1.774240818,-4.426009709
3017,5.12E-02,1.830704605,1.011934505,-6.747404165,-1.776110191,-4.428321458
3018,5.12E-02,1.830912664,1.011916375,-6.762112639,-1.777339914,-4.429841791
3019,5.11E-02,1.830881681,1.011919074,-6.777927967,-1.777156698,-4.429615329
3020,5.11E-02,1.830559569,1.011947139,-6.792519242,-1.775253851,-4.427263431
3021,5.11E-02,1.829131407,1.012071732,-6.777742648,-1.766860479,-4.416888783
3022,5.11E-02,1.828157438,1.012156931,-6.783831035,-1.761176559,-4.409855827
3023,5.11E-02,1.828001303,1.012170608,-6.800018486,-1.760268379,-4.408731401
3024,5.11E-02,1.828858217,1.012095566,-6.808279733,-1.765262923,-4.414916373
3025,5.11E-02,1.829841534,1.012009601,-6.812642913,-1.771025122,-4.422048878
3026,5.11E-02,1.829602824,1.012030443,-6.828696291,-1.769623239,-4.420314915
3027,5.11E-02,1.829187988,1.012066683,-6.843657589,-1.767191671,-4.417307083
3028,5.11E-02,1.826812334,1.012274609,-6.792685088,-1.753379501,-4.40022248
3029,5.11E-02,1.825561229,1.012384548,-6.797410763,-1.746181481,-4.391305711
3030,5.11E-02,1.827700409,1.012196505,-6.779086288,-1.758520511,-4.406605856
3031,5.12E-02,1.825087301,1.012425937,-6.736917801,-1.743468295,-4.387969285
3032,5.12E-02,1.822411071,1.012662042,-6.710505492,-1.728283789,-4.369146616
3033,5.12E-02,1.821743553,1.012721135,-6.724278266,-1.724532054,-4.364490486
3034,5.12E-02,1.824242182,1.01250009,-6.7085369,-1.738648266,-4.382019409
3035,5.12E-02,1.823609842,1.012555896,-6.722046436,-1.735056929,-4.377564927
3036,5.12E-02,1.825109697,1.012423549,-6.723783324,-1.743596339,-4.388161494
3037,5.12E-02,1.825406697,1.012397392,-6.738266037,-1.745295995,-4.390269184
3038,5.12E-02,1.823946873,1.012526012,-6.741144793,-1.736969469,-4.379947832
3039,5.12E-02,1.824439396,1.012482556,-6.754865241,-1.739770975,-4.383423162
3040,5.12E-02,1.82555999,1.012383805,-6.761801532,-1.746174381,-4.391365735
3041,5.11E-02,1.824925019,1.012439704,-6.775459434,-1.742540932,-4.386861951
3042,5.11E-02,1.825795872,1.01236302,-6.785575173,-1.747527521,-4.393045507
3043,5.11E-02,1.826340568,1.012315122,-6.798976659,-1.750659184,-4.396927331
3044,5.11E-02,1.825271255,1.012409141,-6.807209284,-1.744520539,-4.389321914
3045,5.11E-02,1.826978671,1.012258965,-6.801040784,-1.754340403,-4.401497771
3046,5.11E-02,1.82591128,1.012352706,-6.808491839,-1.748190225,-4.393880167
3047,5.11E-02,1.825356587,1.012401499,-6.823165974,-1.745009022,-4.389937946
3048,5.11E-02,1.825753484,1.012366571,-6.838298373,-1.747284225,-4.392758319
3049,5.11E-02,1.825485695,1.012390128,-6.854973248,-1.745748565,-4.390855261
3050,5.10E-02,1.825316102,1.012405052,-6.872168794,-1.744777238,-4.389651464
3051,5.10E-02,1.826338191,1.012315143,-6.880220623,-1.750645498,-4.396925619
3052,5.10E-02,1.82569839,1.012371371,-6.894805645,-1.746968092,-4.392370262
3053,5.10E-02,1.827119104,1.012246516,-6.89380592,-1.755152386,-4.402513805
3054,5.10E-02,1.825337051,1.012402998,-6.881212657,-1.744897166,-4.389817045
3055,5.10E-02,1.824678692,1.012460961,-6.896073563,-1.74113494,-4.385154627
3056,5.10E-02,1.825242806,1.012411273,-6.91087548,-1.744357729,-4.389150073
3057,5.10E-02,1.823010182,1.012608024,-6.890461517,-1.731663073,-4.373421808
3058,5.10E-02,1.8246476,1.012463471,-6.889124258,-1.740957616,-4.384953202
3059,5.10E-02,1.825333099,1.012403093,-6.902505734,-1.744874544,-4.389809388
3060,5.10E-02,1.825301612,1.012405864,-6.920466928,-1.744694287,-4.389586006
3061,5.10E-02,1.825601792,1.012379451,-6.937579402,-1.746414041,-4.391717331
3062,5.10E-02,1.825647412,1.012375439,-6.956024079,-1.746675664,-4.392041509
3063,5.09E-02,1.824566238,1.012470576,-6.965232486,-1.740493731,-4.384383344
3064,5.09E-02,1.824314902,1.012492724,-6.984067549,-1.7390621,-4.38260892
3065,5.09E-02,1.823705772,1.012546432,-7.001119069,-1.735600933,-4.378318973
3066,5.09E-02,1.824582443,1.012469118,-7.013546727,-1.740586108,-4.384500234
3067,5.09E-02,1.82250957,1.012651936,-6.997844668,-1.728838588,-4.369945057
3068,5.09E-02,1.82317392,1.012593221,-7.013536842,-1.732588631,-4.374596654
3069,5.09E-02,1.824247786,1.012498445,-7.023122362,-1.738680151,-4.382151018
3070,5.09E-02,1.823589127,1.012556522,-7.040232474,-1.734939498,-4.377515097
3071,5.09E-02,1.82663677,1.012288049,-6.981269913,-1.752366293,-4.399128113
3072,5.09E-02,1.827173489,1.012240954,-6.996512054,-1.755467011,-4.402968045
3073,5.09E-02,1.828285662,1.012143497,-6.999342123,-1.76192301,-4.410961439
3074,5.09E-02,1.828553974,1.012120025,-7.017258746,-1.76348678,-4.412896202
3075,5.09E-02,1.827737453,1.012191457,-7.027270898,-1.758735528,-4.407019804
3076,5.09E-02,1.829311232,1.012053739,-7.011072992,-1.767913448,-4.418380355
3077,5.09E-02,1.830719126,1.011930905,-6.992870193,-1.776195965,-4.428623161
3078,5.09E-02,1.830648789,1.011937029,-7.011791151,-1.775780548,-4.428110049
3079,5.09E-02,1.830576637,1.011943311,-7.03105937,-1.775354593,-4.427583901
3080,5.09E-02,1.829941002,1.011998681,-7.041085927,-1.771609857,-4.422958519
3081,5.09E-02,1.830788394,1.011924821,-7.044310576,-1.776605238,-4.429133213
3082,5.09E-02,1.830477663,1.011951872,-7.06191137,-1.774770582,-4.426867342
3083,5.08E-02,1.830481593,1.01195153,-7.082161588,-1.774793759,-4.426895979
3084,5.08E-02,1.831385083,1.011872878,-7.080044488,-1.780137763,-4.433498664
3085,5.08E-02,1.830976716,1.01190838,-7.095089734,-1.777718797,-4.430512907
3086,5.08E-02,1.831161831,1.011892276,-7.114596288,-1.778814602,-4.431866136
3087,5.08E-02,1.831531736,1.011860115,-7.130572382,-1.781007893,-4.434574194
3088,5.08E-02,1.831664239,1.011848603,-7.151150593,-1.781794717,-4.435545272
3089,5.08E-02,1.831896897,1.011828399,-7.170287023,-1.78317778,-4.437251944
3090,5.08E-02,1.832666726,1.011761607,-7.161351224,-1.787767803,-4.442914729
3091,5.08E-02,1.832669166,1.011761395,-7.183289171,-1.787782386,-4.4429327
3092,5.07E-02,1.832924215,1.011739306,-7.199804777,-1.789307764,-4.444812546
3093,5.07E-02,1.832531895,1.011773269,-7.206308571,-1.786962361,-4.441923679
3094,5.07E-02,1.832706833,1.01175811,-7.226675515,-1.788007512,-4.44321208
3095,5.07E-02,1.832856329,1.011745162,-7.247812266,-1.788901529,-4.444313849
3096,5.07E-02,1.832131316,1.011807955,-7.219398134,-1.784573247,-4.438981846
3097,5.07E-02,1.832391362,1.011785392,-7.238590241,-1.78612355,-4.440894444
3098,5.08E-02,1.833542103,1.011685671,-7.178302864,-1.79301287,-4.449391898
3099,5.08E-02,1.833934485,1.011651763,-7.176473966,-1.795372903,-4.45229777
3100,5.08E-02,1.833654242,1.011675953,-7.17342378,-1.793686775,-4.450223856
3101,5.08E-02,1.83320667,1.011714644,-7.166542967,-1.790999781,-4.446915573
3102,5.08E-02,1.832886511,1.011742366,-7.180593662,-1.789082123,-4.444551989
3103,5.07E-02,1.833051824,1.011728042,-7.20083744,-1.790071838,-4.445772568
3104,5.07E-02,1.832682925,1.011759999,-7.214036398,-1.787864616,-4.443051391
3105,5.07E-02,1.832440745,1.011781,-7.234020788,-1.786418228,-4.441267196
3106,5.09E-02,1.82998229,1.011994585,-6.987475845,-1.771852671,-4.423299994
3107,5.09E-02,1.828453131,1.012128209,-6.973185528,-1.762898759,-4.412221246
3108,5.09E-02,1.829030362,1.012077674,-6.987207147,-1.766269294,-4.416396616
3109,5.09E-02,1.829225267,1.012060627,-7.005187506,-1.767409942,-4.417809111
3110,5.09E-02,1.829025884,1.012078063,-7.023908684,-1.766243101,-4.416364479
3111,5.09E-02,1.830226033,1.011973155,-7.022781479,-1.773287335,-4.425088222
3112,5.09E-02,1.828798862,1.012097795,-7.010636249,-1.764916169,-4.414732108
3113,5.09E-02,1.827710907,1.012193062,-7.016375485,-1.758581438,-4.406888171
3114,5.09E-02,1.826369822,1.012310749,-7.018118217,-1.750827658,-4.397282493
3115,5.09E-02,1.826532889,1.012296416,-7.037035367,-1.751767259,-4.39844742
3116,5.09E-02,1.827907245,1.012175738,-7.037149839,-1.759721673,-4.408309974
3117,5.09E-02,1.828538025,1.012120467,-7.051445817,-1.763393756,-4.412859793
3118,5.08E-02,1.828280803,1.012142989,-7.070772556,-1.761894713,-4.411003298
3119,5.08E-02,1.828187574,1.012151155,-7.091005672,-1.761351947,-4.410331036
3120,5.09E-02,1.830331578,1.011963562,-7.052123403,-1.773909203,-4.42588974
3121,5.09E-02,1.831172603,1.011890221,-7.058506208,-1.778878407,-4.432038975
3122,5.08E-02,1.830584163,1.011941486,-7.071659798,-1.775399011,-4.427736705
3123,5.09E-02,1.831634556,1.011849946,-7.06987067,-1.781618403,-4.435431996
3124,5.09E-02,1.829914767,1.011999721,-7.022754032,-1.771455599,-4.422871848
3125,5.09E-02,1.828747898,1.012101694,-7.023233582,-1.764618525,-4.414409822
3126,5.09E-02,1.828656825,1.012109666,-7.042432756,-1.764086864,-4.413751284
3127,5.09E-02,1.826695363,1.012281565,-7.017862779,-1.752704327,-4.399655949
3128,5.09E-02,1.825377233,1.012397464,-7.022792091,-1.745127247,-4.390263372
3129,5.09E-02,1.82568558,1.012370313,-7.040976156,-1.746894601,-4.392455754
3130,5.09E-02,1.823381462,1.012573364,-7.019120504,-1.733763023,-4.376174643
3131,5.09E-02,1.822877257,1.012617929,-7.03738672,-1.730912322,-4.372636513
3132,5.09E-02,1.823140066,1.012594692,-7.056293166,-1.732397193,-4.374479851
3133,5.09E-02,1.821375431,1.012750817,-7.057236521,-1.722469056,-4.36215993
3134,5.08E-02,1.821270612,1.012760109,-7.077431542,-1.721882414,-4.361431464
3135,5.08E-02,1.820221436,1.012853176,-7.092544869,-1.716029387,-4.354164311
3136,5.08E-02,1.820332528,1.012843312,-7.113181357,-1.716647512,-4.354932095
3137,5.08E-02,1.817187893,1.013122975,-7.079842349,-1.699296393,-4.333390806
3138,5.08E-02,1.819577674,1.012910025,-7.07027852,-1.712454921,-4.349751156
3139,5.08E-02,1.819744134,1.01289523,-7.090290078,-1.713377958,-4.350897837
3140,5.08E-02,1.81716749,1.013124512,-7.076805455,-1.699184789,-4.333273647
3141,5.10E-02,1.811015807,1.013675237,-6.934572493,-1.666091905,-4.292168573
3142,5.10E-02,1.808228814,1.013926665,-6.932131517,-1.65145236,-4.273949935
3143,5.10E-02,1.805682429,1.014157295,-6.935271408,-1.638261494,-4.257525272
3144,5.10E-02,1.807781791,1.013966942,-6.939867855,-1.64912405,-4.271062021
3145,5.10E-02,1.807159688,1.014023257,-6.957729987,-1.645892831,-4.267038141
3146,5.10E-02,1.803381414,1.014366165,-6.94133273,-1.626489537,-4.242879497
3147,5.10E-02,1.806633976,1.014070502,-6.930661235,-1.643170387,-4.263674723
3148,5.10E-02,1.80520127,1.014200452,-6.944832938,-1.635788405,-4.254481477
3149,5.09E-02,1.804660014,1.01424962,-6.963007802,-1.633013719,-4.251025043
3150,5.09E-02,1.803268313,1.014376193,-6.978199902,-1.625914473,-4.2421817
3151,5.09E-02,1.799644692,1.014706809,-6.967960051,-1.607662951,-4.21944472
3152,5.10E-02,1.803590351,1.014346457,-6.947195402,-1.627552755,-4.24425225
3153,5.09E-02,1.804175391,1.014293232,-6.963957999,-1.630535874,-4.247969168
3154,5.09E-02,1.801715623,1.014517181,-6.969451113,-1.618053029,-4.232422434
3155,5.09E-02,1.802243046,1.014469072,-6.986866359,-1.620716507,-4.235741892
3156,5.09E-02,1.806034937,1.014124112,-6.965040373,-1.640077226,-4.259871879
3157,5.09E-02,1.807381733,1.014002105,-6.976735933,-1.647044939,-4.268547582
3158,5.09E-02,1.805425011,1.014179322,-6.985919399,-1.636937643,-4.255970564
3159,5.09E-02,1.803409965,1.014362346,-6.995396191,-1.626634761,-4.243145393
3160,5.09E-02,1.802402861,1.014454033,-7.012921682,-1.621524972,-4.236781827
3161,5.09E-02,1.799925148,1.014680105,-7.018646973,-1.609063724,-4.221262127
3162,5.09E-02,1.796137581,1.015027167,-7.006470775,-1.590309928,-4.197895583
3163,5.09E-02,1.798462249,1.014813727,-7.010769351,-1.601778566,-4.21220105
3164,5.09E-02,1.800173609,1.014657077,-7.020890474,-1.610306337,-4.222831981
3165,5.09E-02,1.80066701,1.014611997,-7.03920097,-1.612778536,-4.225912351
3166,5.09E-02,1.804632744,1.014250656,-7.011986124,-1.632874128,-4.250952323
3167,5.09E-02,1.806110489,1.01411661,-7.022710892,-1.640466812,-4.260403189
3168,5.09E-02,1.807877766,1.013956688,-7.029614786,-1.649623472,-4.271796492
3169,5.09E-02,1.809042065,1.01385158,-7.042711229,-1.65570211,-4.279356
3170,5.09E-02,1.809660322,1.013795851,-7.060076787,-1.658945025,-4.283387378
3171,5.08E-02,1.808833453,1.013870367,-7.078277301,-1.654610255,-4.278000615
3172,5.08E-02,1.809785881,1.013784516,-7.093670943,-1.659604898,-4.284209323
3173,5.09E-02,1.813466907,1.013453719,-7.052770145,-1.679146614,-4.308499682
3174,5.08E-02,1.813033884,1.013492498,-7.071970689,-1.676827878,-4.305621444
3175,5.08E-02,1.812564887,1.013534526,-7.091440045,-1.674322555,-4.30251139
3176,5.09E-02,1.815880435,1.013237828,-7.05363284,-1.692169923,-4.324676789
3177,5.09E-02,1.816533046,1.013179651,-7.069709158,-1.695720717,-4.329081207
3178,5.08E-02,1.816211129,1.013208331,-7.089184262,-1.693967619,-4.326907494
3179,5.08E-02,1.814402231,1.013369698,-7.090554699,-1.68417348,-4.314764454
3180,5.08E-02,1.815159412,1.013302049,-7.106486638,-1.68826151,-4.319837166
3181,5.08E-02,1.813597188,1.013441622,-7.114025523,-1.679845291,-4.309399235
3182,5.08E-02,1.811644934,1.013616515,-7.116004734,-1.66942645,-4.296471895
3183,5.08E-02,1.811235757,1.013653252,-7.136510728,-1.667256433,-4.293777539
3184,5.08E-02,1.808353161,1.013912568,-7.120196578,-1.652100981,-4.274962682
3185,5.08E-02,1.807261862,1.014011081,-7.137548686,-1.646422811,-4.267906751
3186,5.08E-02,1.808916762,1.013861677,-7.145252316,-1.655046144,-4.278627328
3187,5.08E-02,1.808074499,1.013937624,-7.164619034,-1.650647999,-4.273163364
3188,5.08E-02,1.810212816,1.013744889,-7.163064433,-1.661851917,-4.287088203
3189,5.08E-02,1.81099057,1.013674969,-7.1806415,-1.665958369,-4.292188164
3190,5.07E-02,1.810266124,1.013740067,-7.200910058,-1.662132841,-4.287439118
3191,5.07E-02,1.809750245,1.013786468,-7.222775494,-1.659417569,-4.284067771
3192,5.07E-02,1.80854376,1.013895108,-7.239828308,-1.653096006,-4.276218449
3193,5.07E-02,1.807537642,1.013985861,-7.259614443,-1.647854687,-4.2697084
3194,5.07E-02,1.808672141,1.013883495,-7.275327853,-1.653766784,-4.277054538
3195,5.07E-02,1.80885711,1.013866827,-7.299094036,-1.654734017,-4.278255863
3196,5.07E-02,1.813128796,1.013482895,-7.219395751,-1.677335648,-4.306333454
3197,5.07E-02,1.814191199,1.01338788,-7.232970962,-1.683037088,-4.313405475
3198,5.07E-02,1.81436057,1.013372752,-7.255429608,-1.683949033,-4.314536095
3199,5.07E-02,1.815476884,1.01327313,-7.267572713,-1.689980534,-4.322013595
3200,5.07E-02,1.814170194,1.013389675,-7.278608127,-1.682924045,-4.313271422
3201,5.07E-02,1.814364278,1.013372341,-7.301941214,-1.68396901,-4.314566818
3202,5.07E-02,1.811994299,1.013584222,-7.284731269,-1.671282993,-4.298846323
3203,5.07E-02,1.808811743,1.013869986,-7.24657193,-1.654496698,-4.278028075
3204,5.07E-02,1.806193057,1.014106242,-7.237273901,-1.640892757,-4.261137885
3205,5.07E-02,1.809333782,1.013822649,-7.210672516,-1.657230932,-4.281446804
3206,5.07E-02,1.809949218,1.013767271,-7.230247065,-1.660463967,-4.285461176
3207,5.07E-02,1.808991191,1.013853461,-7.249348057,-1.655435731,-4.279220165
3208,5.08E-02,1.803323429,1.014365452,-7.114355188,-1.626194672,-4.242929136
3209,5.08E-02,1.800075698,1.014661038,-7.101279525,-1.609816474,-4.222561757
3210,5.09E-02,1.795752012,1.015056688,-7.068927039,-1.588420398,-4.195932994
3211,5.08E-02,1.795239474,1.015103786,-7.088826519,-1.585914147,-4.192809851
3212,5.08E-02,1.796166645,1.015018597,-7.105597353,-1.590452504,-4.198466078
3213,5.08E-02,1.794322755,1.015188032,-7.118974813,-1.581447112,-4.187247531
3214,5.08E-02,1.792750756,1.015332839,-7.135233641,-1.573833133,-4.177758428
3215,5.08E-02,1.795003136,1.015125342,-7.139856924,-1.584760596,-4.191383631
3216,5.08E-02,1.789967754,1.015589557,-7.095813584,-1.560494206,-4.161154031
3217,5.08E-02,1.787778387,1.015792542,-7.107683821,-1.550124207,-4.148217456
3218,5.08E-02,1.785076302,1.016043902,-7.115174541,-1.537472206,-4.132426414
3219,5.08E-02,1.780622314,1.016460206,-7.098792798,-1.516960443,-4.106809564
3220,5.08E-02,1.778440136,1.01666518,-7.11307319,-1.507062458,-4.094433786
3221,5.08E-02,1.775147767,1.016975549,-7.117731037,-1.492311835,-4.075981257
