i,sigma_hat,m_hat,alpha_hat,sigmaLogError,mLogError,alphaLogError
1173,6.57E-02,19.32504367,0.960327226,-4.155091845,2.852153066,-3.227090123
1174,6.56E-02,19.1973149,0.960062095,-4.16159369,2.844753261,-3.220429412
1175,6.55E-02,19.0236556,0.958284132,-4.164882807,2.834603883,-3.17687369
1176,6.55E-02,18.1616845,0.958490385,-4.167542986,2.782643287,-3.181830203
1177,6.54E-02,3.620341778,0.964994992,-4.174453023,0.482637101,-3.352264151
1178,6.58E-02,18.46693398,0.958903193,-4.150030481,2.801354369,-3.191824846
1179,6.56E-02,18.64560642,0.958092097,-4.158021618,2.812146303,-3.172280853
1180,6.55E-02,3.791653961,0.963898046,-4.16602376,0.583139194,-3.321408298
1181,6.56E-02,18.55592261,0.958197347,-4.157945234,2.806743899,-3.174795472
1182,6.58E-02,18.71409433,0.959311618,-4.146892889,2.816252336,-3.201812689
1183,6.57E-02,19.57904844,0.958987551,-4.153660146,2.866707763,-3.193879619
1184,6.56E-02,17.93371921,0.95809447,-4.161639967,2.768437569,-3.172337474
1185,6.55E-02,14.12792766,0.957366513,-4.169639567,2.495510864,-3.155115263
1186,6.53E-02,3.549713028,0.965612671,-4.177497595,0.438069771,-3.370067115
1187,6.52E-02,3.137336952,0.969477141,-4.185343817,0.128689523,-3.4892794
1188,6.51E-02,2.813633187,0.973870585,-4.190721216,-0.206245644,-3.64469358
1189,6.52E-02,2.973067599,0.971523973,-4.186171043,-2.73E-02,-3.558692687
1190,6.51E-02,2.942410568,0.971947234,-4.192416733,-5.93E-02,-3.573668027
1191,6.50E-02,2.838028396,0.97349528,-4.200346487,-0.176703293,-3.630432455
1192,6.50E-02,2.582251684,0.978143246,-4.201974416,-0.540852478,-3.823245283
1193,6.50E-02,2.645254478,0.97687309,-4.202013006,-0.438110501,-3.766758383
1194,6.50E-02,2.73353845,0.975238184,-4.200173251,-0.309875263,-3.698452483
1195,6.50E-02,2.848155681,0.973339531,-4.197137651,-0.164691073,-3.624573373
1196,6.49E-02,2.762458309,0.974741885,-4.205057299,-0.271207448,-3.678607794
1197,6.49E-02,2.81451363,0.973876046,-4.207234443,-0.205164116,-3.64490259
1198,6.48E-02,2.588197475,0.978056672,-4.210139009,-0.530692545,-3.819292138
1199,6.47E-02,2.570698311,0.978428002,-4.216661021,-0.56089456,-3.836359173
1200,6.47E-02,2.554224803,0.978785063,-4.223188101,-0.590184892,-3.853049777
1201,6.45E-02,2.452352349,0.981153656,-4.230643705,-0.793293869,-3.971436315
1202,6.44E-02,2.402468433,0.982425365,-4.238744592,-0.910138613,-4.041298616
1203,6.43E-02,2.3255188,0.984550084,-4.24639888,-1.122335062,-4.170151715
1204,6.42E-02,2.296757101,0.985399598,-4.254181617,-1.214841316,-4.226706249
1205,6.46E-02,2.445673061,0.981322767,-4.225253478,-0.808169644,-3.980449982
1206,6.45E-02,2.425494904,0.981835064,-4.232275188,-0.854502306,-4.008262145
1207,6.46E-02,2.522079023,0.979497074,-4.223508643,-0.649936318,-3.887187647
1208,6.47E-02,2.608555288,0.977615696,-4.218844656,-0.496667512,-3.799395266
1209,6.49E-02,2.740726888,0.97507319,-4.209485616,-0.300123294,-3.691811337
1210,6.54E-02,3.104583327,0.969688992,-4.175228317,9.95E-02,-3.496244329
1211,6.53E-02,2.997461425,0.971074391,-4.18295975,-2.54E-03,-3.543027963
1212,6.52E-02,2.793963744,0.974175855,-4.189506687,-0.230717481,-3.656445391
1213,6.52E-02,2.883639337,0.972729064,-4.188518074,-0.123706289,-3.601933751
1214,6.51E-02,2.829176725,0.973595023,-4.195861407,-0.187321967,-3.634202766
1215,6.50E-02,2.86180471,0.973071739,-4.19933656,-0.148726588,-3.614578947
1216,6.49E-02,2.872133313,0.972910442,-4.204178803,-0.136812985,-3.608606927
1217,6.48E-02,2.79851854,0.974112366,-4.212053738,-0.224997093,-3.653989873
1218,6.52E-02,3.091042089,0.969847343,-4.188048577,8.71E-02,-3.50148224
1219,6.51E-02,2.974315259,0.971403213,-4.19601495,-2.60E-02,-3.554460914
1220,6.49E-02,2.856653309,0.973175606,-4.204062029,-0.154721983,-3.618443574
1221,6.48E-02,2.785258959,0.97436539,-4.211948146,-0.241741732,-3.663811872
1222,6.47E-02,2.709680517,0.975730968,-4.220007526,-0.342940386,-3.718554145
1223,6.46E-02,2.651989206,0.976854219,-4.227966631,-0.427727272,-3.76594278
1224,6.50E-02,2.878380827,0.972833833,-4.201799551,-0.129675036,-3.605782935
1225,6.49E-02,2.706970972,0.9757999,-4.207715644,-0.346765672,-3.721398503
1226,6.48E-02,2.683969086,0.976242658,-4.214492542,-0.379842558,-3.739863645
1227,6.47E-02,2.634942145,0.9772253,-4.222292551,-0.454221395,-3.782104998
1228,6.46E-02,2.602634814,0.977904145,-4.229694063,-0.506443881,-3.812365241
1229,6.44E-02,2.54719228,0.979129984,-4.237783274,-0.602955021,-3.869441807
1230,6.43E-02,2.529215643,0.979545514,-4.244712995,-0.636359287,-3.889553053
1231,6.42E-02,2.466749909,0.981059252,-4.252846356,-0.761961691,-3.966439695
1232,6.41E-02,2.443416953,0.981654869,-4.26030514,-0.813244748,-3.998391098
1233,6.41E-02,2.491021858,0.980459018,-4.259283662,-0.711266634,-3.935241357
1234,6.43E-02,2.588405638,0.97820705,-4.249099573,-0.530338708,-3.826168751
1235,6.45E-02,2.719529803,0.975537516,-4.235242857,-0.329157331,-3.710614593
1236,6.44E-02,2.625431498,0.977422035,-4.24310593,-0.469313471,-3.79078084
1237,6.43E-02,2.484513685,0.980650219,-4.246130381,-0.724609603,-3.945074169
1238,6.42E-02,2.461309832,0.981234597,-4.25354762,-0.773685375,-3.97574036
1239,6.44E-02,2.566704873,0.978707817,-4.240008177,-0.567916617,-3.849415283
1240,6.44E-02,2.601771863,0.977931287,-4.241829101,-0.50787687,-3.813594388
1241,6.43E-02,2.563038587,0.978794723,-4.249692301,-0.574407116,-3.853505204
1242,6.42E-02,2.507236463,0.980109012,-4.257878393,-0.678777987,-3.917488509
1243,6.41E-02,2.549642437,0.979104119,-4.258096388,-0.598487326,-3.868203197
1244,6.41E-02,2.57699834,0.978480505,-4.260764188,-0.54991589,-3.838795995
1245,6.43E-02,2.682019893,0.976252339,-4.250436271,-0.382696453,-3.74027124
1246,6.42E-02,2.546209598,0.979199167,-4.254634418,-0.604752497,-3.872762225
1247,6.41E-02,2.511489912,0.980028267,-4.262544262,-0.670427416,-3.913437331
1248,6.40E-02,2.508464724,0.980102938,-4.268579767,-0.676359438,-3.917183214
1249,6.40E-02,2.536602452,0.979426454,-4.270872654,-0.622497772,-3.883749193
1250,6.39E-02,2.554100273,0.979016272,-4.274708939,-0.59040961,-3.864008004
1251,6.38E-02,2.502932374,0.980245375,-4.283020115,-0.687299563,-3.924367622
1252,6.37E-02,2.439489798,0.981875276,-4.291039569,-0.822140776,-4.010478323
1253,6.36E-02,2.432144939,0.982072666,-4.297670095,-0.83899424,-4.021428696
1254,6.36E-02,2.330487214,0.984985752,-4.300442787,-1.107187307,-4.198755636
1255,6.35E-02,2.305293809,0.985765053,-4.308546031,-1.186480657,-4.252055305
1256,6.35E-02,2.354009908,0.984281507,-4.303990125,-1.038430376,-4.152917382
1257,6.34E-02,2.312018639,0.985560071,-4.31231141,-1.164692353,-4.237758048
1258,6.33E-02,2.293086808,0.986159116,-4.32018703,-1.227286441,-4.280128492
1259,6.32E-02,2.238037324,0.987984643,-4.327557269,-1.435327793,-4.421569697
1260,6.37E-02,2.355843711,0.98423257,-4.289899847,-1.033263659,-4.14980885
1261,6.36E-02,2.309279275,0.985658562,-4.297967615,-1.173510607,-4.244602167
1262,6.38E-02,2.387710087,0.983305673,-4.283393027,-0.947497417,-4.092686345
1263,6.38E-02,2.408892641,0.982706063,-4.286071319,-0.89430265,-4.057399322
1264,6.37E-02,2.338492946,0.984767442,-4.29261521,-1.083252025,-4.184320192
1265,6.36E-02,2.331152955,0.984993148,-4.299396019,-1.105174909,-4.199248398
1266,6.35E-02,2.305500625,0.985797258,-4.307522246,-1.185803454,-4.254320238
1267,6.34E-02,2.286806888,0.986400024,-4.315387091,-1.248946155,-4.297687253
1268,6.36E-02,2.367525796,0.983896798,-4.297935057,-1.000961769,-4.12873713
1269,6.35E-02,2.356307603,0.984232241,-4.305101673,-1.031960867,-4.149788022
1270,6.34E-02,2.316176266,0.985469833,-4.3133677,-1.151455416,-4.231528328
1271,6.33E-02,2.315115461,0.985504051,-4.319523549,-1.154816164,-4.233886015
1272,6.33E-02,2.224836509,0.988531215,-4.319693867,-1.492381769,-4.468126256
1273,6.32E-02,2.196552468,0.989551456,-4.327995773,-1.626825871,-4.561292688
1274,6.31E-02,2.178043991,0.990239845,-4.336089336,-1.725724617,-4.629446956
1275,6.30E-02,2.177003833,0.990279625,-4.342369661,-1.731583889,-4.633531118
1276,6.29E-02,2.134613258,0.991924679,-4.349845827,-2.005349364,-4.818942632
1277,6.31E-02,2.188320044,0.989858768,-4.337166438,-1.6696124,-4.591145806
1278,6.31E-02,2.109643672,0.992949125,-4.335776631,-2.210519518,-4.954603524
1279,6.30E-02,2.120382355,0.99250983,-4.339507781,-2.117082312,-4.894163823
1280,6.31E-02,2.156523125,0.991073028,-4.334603399,-1.854551514,-4.718678064
1281,6.30E-02,2.164022686,0.990783008,-4.339231365,-1.807750531,-4.686706516
1282,6.29E-02,2.146212568,0.991479535,-4.347382123,-1.922693769,-4.765284405
1283,6.29E-02,2.089995145,0.993788628,-4.351632148,-2.40799955,-5.081373439
1284,6.31E-02,2.142214807,0.991642727,-4.337579379,-1.950416638,-4.784623158
1285,6.31E-02,2.177189061,0.990281339,-4.333402353,-1.730537977,-4.633707416
1286,6.31E-02,2.199245378,0.989451941,-4.334242198,-1.613218158,-4.551813423
1287,6.32E-02,2.24960588,0.98763886,-4.324795597,-1.387872085,-4.393197571
1288,6.31E-02,2.240279677,0.987967827,-4.332111383,-1.425951713,-4.420171147
1289,6.30E-02,2.218097175,0.988765749,-4.340364787,-1.522814559,-4.488788034
1290,6.31E-02,2.263496843,0.987157633,-4.333263213,-1.333713892,-4.355005666
1291,6.30E-02,2.257449372,0.98736797,-4.340243019,-1.356932191,-4.371519604
1292,6.29E-02,2.243986564,0.987841632,-4.348040442,-1.41064212,-4.409737605
1293,6.30E-02,2.277727733,0.986670659,-4.345615969,-1.281114022,-4.317787584
1294,6.29E-02,2.267980798,0.987005593,-4.353079619,-1.316839951,-4.343236224
1295,6.28E-02,2.263743978,0.987152896,-4.359928461,-1.332776426,-4.354636859
1296,6.27E-02,2.273284767,0.986823871,-4.364367606,-1.297240926,-4.329348527
1297,6.26E-02,2.225572106,0.988515347,-4.371578047,-1.489115412,-4.466743622
1298,6.25E-02,2.223904445,0.988576803,-4.378154462,-1.496535901,-4.472109125
1299,6.25E-02,2.221812961,0.988653994,-4.384831936,-1.505920768,-4.478889494
1300,6.24E-02,2.203600912,0.989331077,-4.393273447,-1.591593517,-4.540420129
1301,6.23E-02,2.215284001,0.988895725,-4.397053001,-1.53579719,-4.500425101
1302,6.24E-02,2.252229553,0.987556682,-4.392267465,-1.377415681,-4.386571521
1303,6.29E-02,2.360342393,0.983956987,-4.349001783,-1.020700608,-4.132481828
1304,6.31E-02,2.420878058,0.982123349,-4.33873967,-0.865412136,-4.024259828
1305,6.31E-02,2.476812137,0.980532716,-4.331774826,-0.740632709,-3.939019964
1306,6.30E-02,2.462129392,0.980942794,-4.339418758,-0.771910358,-3.960309958
1307,6.30E-02,2.469556745,0.980735335,-4.344540449,-0.755966125,-3.94948268
1308,6.31E-02,2.533954517,0.978998996,-4.335764146,-0.627444618,-3.863185034
1309,6.30E-02,2.525805533,0.979213504,-4.342813735,-0.642823844,-3.873451755
1310,6.30E-02,2.569929613,0.978077366,-4.340805228,-0.562242412,-3.820235655
1311,6.29E-02,2.548810557,0.978616915,-4.348828306,-0.600001967,-3.845155076
1312,6.28E-02,2.540173439,0.978841656,-4.35598806,-0.615865008,-3.855720933
1313,6.27E-02,2.520768688,0.979353959,-4.3640475,-0.652449313,-3.880231721
1314,6.26E-02,2.512272839,0.979582181,-4.371307802,-0.668897907,-3.891347265
1315,6.26E-02,2.432882707,0.981817766,-4.375909699,-0.837288472,-4.007310327
1316,6.29E-02,2.528740555,0.979148562,-4.351595184,-0.637257413,-3.870332372
1317,6.28E-02,2.541559736,0.978811295,-4.355971235,-0.613301902,-3.854287002
1318,6.28E-02,2.469663231,0.980772916,-4.362075078,-0.755739371,-3.951435388
1319,6.26E-02,2.433911361,0.981806591,-4.37061988,-0.834915004,-4.006695891
1320,6.27E-02,2.474022294,0.980651124,-4.367881511,-0.746500924,-3.945120931
1321,6.26E-02,2.470478238,0.980752107,-4.374672497,-0.754005575,-3.950353659
1322,6.26E-02,2.493364426,0.980110645,-4.376814462,-0.706507178,-3.917570639
1323,6.25E-02,2.43860804,0.981678275,-4.384396988,-0.824149113,-3.999667762
1324,6.24E-02,2.444864552,0.981495134,-4.389796963,-0.80998542,-3.989721569
1325,6.23E-02,2.394647236,0.983009706,-4.397480778,-0.929762986,-4.075113065
1326,6.23E-02,2.407413122,0.982617582,-4.401525694,-0.897927566,-4.052296032
1327,6.22E-02,2.409829323,0.982544327,-4.407618611,-0.892014492,-4.048090578
1328,6.23E-02,2.457121513,0.981137579,-4.40135249,-0.782806031,-3.970583622
1329,6.22E-02,2.423102371,0.982146222,-4.410098708,-0.860141118,-4.025540131
1330,6.21E-02,2.428769167,0.981976236,-4.415664611,-0.846836576,-4.016064175
1331,6.21E-02,2.454643758,0.981210425,-4.416551162,-0.788241117,-3.974453064
1332,6.20E-02,2.466218441,0.980874394,-4.421036839,-0.763100998,-3.956727215
1333,6.20E-02,2.473849831,0.980654977,-4.426330169,-0.74686482,-3.945320082
1334,6.19E-02,2.426817432,0.982043329,-4.434517428,-0.851398916,-4.019793574
1335,6.19E-02,2.473645159,0.980663015,-4.428142748,-0.747296848,-3.945735675
1336,6.21E-02,2.539358122,0.978834506,-4.415449386,-0.617375509,-3.85538307
1337,6.22E-02,2.597416691,0.977315641,-4.407698188,-0.515140433,-3.786079615
1338,6.22E-02,2.634447943,0.976390435,-4.40715321,-0.455000039,-3.746103333
1339,6.21E-02,2.635583711,0.976363133,-4.413539661,-0.453211473,-3.744947625
1340,6.20E-02,2.608747986,0.977033034,-4.422305643,-0.496350914,-3.773698364
1341,6.20E-02,2.624553024,0.976637111,-4.426392295,-0.470719046,-3.756606435
1342,6.19E-02,2.625028009,0.976625875,-4.432953692,-0.469958815,-3.756125648
1343,6.21E-02,2.486480885,0.980343444,-4.418264114,-0.720557668,-3.929344376
1344,6.20E-02,2.475538801,0.980660023,-4.426214441,-0.7433068,-3.945580978
1345,6.19E-02,2.467850164,0.980885048,-4.433881427,-0.759607197,-3.957284416
1346,6.18E-02,2.421974842,0.982265989,-4.441863923,-0.862809584,-4.032270965
1347,6.17E-02,2.391797543,0.983212524,-4.450752548,-0.937010044,-4.087122168
1348,6.16E-02,2.342605835,0.98482507,-4.457546719,-1.07117466,-4.188110538
1349,6.15E-02,2.318899587,0.985634261,-4.466510597,-1.142878999,-4.242909144
1350,6.14E-02,2.310552845,0.985924765,-4.474632602,-1.169401199,-4.263338389
1351,6.13E-02,2.270974425,0.987340556,-4.482240005,-1.305730836,-4.369351762
1352,6.12E-02,2.251509177,0.988060932,-4.491281115,-1.380275799,-4.427939202
1353,6.12E-02,2.197159675,0.99016272,-4.493735063,-1.623741345,-4.621576036
1354,6.11E-02,2.195337304,0.990235886,-4.501031662,-1.633027451,-4.629041468
1355,6.11E-02,2.22277627,0.989156909,-4.497448307,-1.501587286,-4.524227207
1356,6.10E-02,2.195803477,0.990221018,-4.506161727,-1.63064379,-4.627519869
1357,6.10E-02,2.202385816,0.989958771,-4.511360621,-1.597579425,-4.601055714
1358,6.10E-02,2.221279507,0.989215643,-4.511938481,-1.50832864,-4.52965859
1359,6.10E-02,2.247270226,0.988218139,-4.509340212,-1.397273506,-4.441194165
1360,6.11E-02,2.289799996,0.986646141,-4.497846457,-1.238564263,-4.315949905
1361,6.12E-02,2.326231623,0.985355372,-4.491156443,-1.120147649,-4.223681719
1362,6.11E-02,2.315601348,0.985728194,-4.499717859,-1.153275418,-4.249469302
1363,6.14E-02,2.378915466,0.983574017,-4.477099273,-0.970442143,-4.108890851
1364,6.13E-02,2.354980299,0.984374649,-4.486158117,-1.035692986,-4.1588606
1365,6.13E-02,2.288713054,0.986706047,-4.485848544,-1.242321978,-4.32044602
1366,6.12E-02,2.285389588,0.986827787,-4.493400478,-1.253900056,-4.329645725
1367,6.12E-02,2.30748044,0.986029727,-4.493341419,-1.179343804,-4.270823549
1368,6.11E-02,2.310939503,0.985906649,-4.499541027,-1.16815691,-4.262052133
1369,6.12E-02,2.34097241,0.984853437,-4.496171614,-1.075953713,-4.189981617
1370,6.11E-02,2.340506919,0.984869975,-4.503258739,-1.077319833,-4.191074097
1371,6.11E-02,2.281734361,0.986975782,-4.504981538,-1.266790634,-4.340944714
1372,6.10E-02,2.290518166,0.986653214,-4.509712902,-1.236089172,-4.316479697
1373,6.12E-02,2.337866427,0.984964423,-4.495649493,-1.085104649,-4.197336102
1374,6.11E-02,2.351196706,0.984503516,-4.499156236,-1.046408796,-4.167142126
1375,6.11E-02,2.299821722,0.986323825,-4.503501747,-1.204567242,-4.292100025
1376,6.10E-02,2.309549574,0.985972131,-4.507986856,-1.172637024,-4.266709304
1377,6.10E-02,2.330232784,0.985235381,-4.508547172,-1.107957468,-4.215521563
1378,6.09E-02,2.319718303,0.985609252,-4.517230396,-1.140314974,-4.241169776
1379,6.08E-02,2.311953523,0.985888445,-4.52566377,-1.164901068,-4.260761282
1380,6.07E-02,2.301601413,0.986264598,-4.534459687,-1.198648958,-4.287778671
1381,6.06E-02,2.284960462,0.986878636,-4.543731224,-1.255404837,-4.333513561
1382,6.05E-02,2.272063257,0.987362744,-4.552884554,-1.301720679,-4.371106005
1383,6.06E-02,2.30513372,0.986136478,-4.546096152,-1.187005174,-4.278494231
1384,6.06E-02,2.318086506,0.98566733,-4.54953501,-1.145431903,-4.245213736
1385,6.05E-02,2.315733899,0.985752658,-4.55731052,-1.152855511,-4.251184924
1386,6.04E-02,2.320898247,0.985566708,-4.563332455,-1.136631193,-4.238217829
1387,6.03E-02,2.308585106,0.986013789,-4.572580806,-1.175757602,-4.269683351
1388,6.02E-02,2.296727073,0.986450381,-4.581863253,-1.21494251,-4.30139682
1389,6.02E-02,2.306850456,0.98607785,-4.586307318,-1.181394765,-4.274274178
1390,6.02E-02,2.255162646,0.98803102,-4.588285039,-1.36585411,-4.425436947
1391,6.01E-02,2.213349656,0.989694468,-4.593108939,-1.54482288,-4.575074449
1392,6.04E-02,2.267326256,0.987566337,-4.565801842,-1.319285433,-4.387347703
1393,6.04E-02,2.28061315,0.987060371,-4.568829242,-1.270778247,-4.347460623
1394,6.03E-02,2.262888935,0.987739161,-4.578286114,-1.336023636,-4.401344911
1395,6.02E-02,2.227490496,0.989136233,-4.585157001,-1.480646819,-4.522322125
1396,6.02E-02,2.184316695,0.990917509,-4.588405171,-1.691099831,-4.701406821
1397,6.01E-02,2.170375315,0.991511492,-4.597846956,-1.769751542,-4.769041979
1398,6.03E-02,2.215196471,0.989637499,-4.576362997,-1.536203848,-4.569561688
1399,6.02E-02,2.205114519,0.990052563,-4.585506916,-1.584186827,-4.610440303
1400,6.09E-02,2.290971093,0.986669393,-4.518572576,-1.234531354,-4.317692605
1401,6.08E-02,2.298632902,0.986381582,-4.52364185,-1.208540212,-4.296332169
1402,6.09E-02,2.323961295,0.985445078,-4.521327867,-1.127131229,-4.229826037
1403,6.08E-02,2.319831981,0.985596792,-4.529289396,-1.13995948,-4.240304294
1404,6.07E-02,2.325175192,0.985401256,-4.535157963,-1.12339119,-4.226819777
1405,6.07E-02,2.282356783,0.987006449,-4.540025456,-1.26458382,-4.343302124
1406,6.06E-02,2.26897203,0.987523465,-4.549118179,-1.313147882,-4.383905627
1407,6.07E-02,2.301522925,0.986280323,-4.541559723,-1.198909229,-4.288924183
1408,6.06E-02,2.276950694,0.98721809,-4.550296258,-1.283915789,-4.359724398
1409,6.05E-02,2.256977109,0.987999163,-4.559387112,-1.358768268,-4.422778849
1410,6.04E-02,2.221802179,0.989417646,-4.565467794,-1.505969381,-4.548567367
1411,6.04E-02,2.229609884,0.989098682,-4.570345088,-1.471373566,-4.518871557
1412,6.03E-02,2.238640548,0.988732668,-4.574786784,-1.432796842,-4.485847696
1413,6.03E-02,2.2593993,0.98790362,-4.573583163,-1.349386706,-4.414849009
1414,6.03E-02,2.276560175,0.987231128,-4.574541774,-1.285326851,-4.360744972
1415,6.02E-02,2.254556392,0.988098357,-4.583561958,-1.368232888,-4.431078818
1416,6.01E-02,2.232179346,0.989002133,-4.59248457,-1.460245161,-4.510053895
1417,6.00E-02,2.206281507,0.9900766,-4.600705946,-1.578513505,-4.61285972
1418,6.00E-02,2.187501828,0.99087544,-4.60991148,-1.673966687,-4.696785599
1419,6.01E-02,2.219322087,0.989533257,-4.599249315,-1.517213912,-4.559552394
1420,6.00E-02,2.186004905,0.990945016,-4.605044686,-1.681982233,-4.704439911
1421,5.99E-02,2.187130476,0.990896801,-4.612267671,-1.675949171,-4.699129425
1422,6.03E-02,2.244956361,0.988485007,-4.57359214,-1.406675203,-4.464105355
1423,6.02E-02,2.219883888,0.989516899,-4.581800333,-1.514655652,-4.557990757
1424,6.02E-02,2.22698136,0.989222425,-4.586949305,-1.48288738,-4.530287661
1425,6.01E-02,2.201675156,0.990286298,-4.594997647,-1.601097016,-4.634217781
1426,6.00E-02,2.198769228,0.990410593,-4.603201254,-1.615610784,-4.647096204
1427,5.99E-02,2.19582631,0.990536985,-4.611465584,-1.630527186,-4.660364197
1428,5.99E-02,2.172577692,0.991549458,-4.619793444,-1.756907756,-4.773524749
1429,5.98E-02,2.181362586,0.991164353,-4.624088594,-1.707257013,-4.728960972
1430,5.97E-02,2.153789465,0.992389581,-4.63106585,-1.872170724,-4.878237026
1431,5.97E-02,2.164940106,0.991890302,-4.634044948,-1.802172868,-4.814694673
1432,5.96E-02,2.155291986,0.992323217,-4.64347819,-1.862448155,-4.869554761
1433,5.96E-02,2.130623374,0.993452488,-4.651096634,-2.035437105,-5.028670164
1434,5.95E-02,2.142403627,0.992910046,-4.65351313,-1.949089808,-4.94907645
1435,5.95E-02,2.155998896,0.992292119,-4.654907086,-1.857906346,-4.865511925
1436,5.94E-02,2.15716579,0.992239673,-4.662353993,-1.850454041,-4.858730834
1437,5.94E-02,2.166531944,0.991819008,-4.666304451,-1.792568133,-4.805941873
1438,5.94E-02,2.13502832,0.993255978,-4.671140899,-2.002270743,-4.999098809
1439,5.93E-02,2.136586293,0.993184041,-4.678511092,-1.990798678,-4.988488549
1440,5.92E-02,2.140734804,0.992992504,-4.684910787,-1.960877983,-4.960774883
1441,5.92E-02,2.114342907,0.994230637,-4.691605828,-2.168553393,-5.15519354
1442,5.92E-02,2.126699779,0.993647202,-4.693404994,-2.065934938,-5.05885997
1443,5.91E-02,2.11227566,0.994330943,-4.703116003,-2.186798184,-5.172732487
1444,5.90E-02,2.109891917,0.994445246,-4.711887042,-2.20825797,-5.193101053
1445,5.89E-02,2.108404455,0.994516877,-4.720469768,-2.221886092,-5.206080453
1446,5.89E-02,2.080866454,0.995863067,-4.725949658,-2.514956199,-5.487800697
